judicial_district_county_id,county_ansi_code,is_entire_county,county_name,judicial_district_id,statutory_division
13237-0,13237,TRUE,County of Putnam,Georgia Middle,Macon Division
13239-0,13239,TRUE,County of Quitman,Georgia Middle,Columbus Division
13243-0,13243,TRUE,County of Randolph,Georgia Middle,Columbus Division
13249-0,13249,TRUE,County of Schley,Georgia Middle,Americus Division
13253-0,13253,TRUE,County of Seminole,Georgia Middle,Thomasville Division
13259-0,13259,TRUE,County of Stewart,Georgia Middle,Columbus Division
13261-0,13261,TRUE,County of Sumter,Georgia Middle,Americus Division
13263-0,13263,TRUE,County of Talbot,Georgia Middle,Columbus Division
13269-0,13269,TRUE,County of Taylor,Georgia Middle,Columbus Division
13273-0,13273,TRUE,County of Terrell,Georgia Middle,Americus Division
13275-0,13275,TRUE,County of Thomas,Georgia Middle,Thomasville Division
13277-0,13277,TRUE,County of Tift,Georgia Middle,Valdosta Division
13287-0,13287,TRUE,County of Turner,Georgia Middle,Albany Division
13289-0,13289,TRUE,County of Twiggs,Georgia Middle,Macon Division
13293-0,13293,TRUE,County of Upson,Georgia Middle,Macon Division
13297-0,13297,TRUE,County of Walton,Georgia Middle,Athens Division
13303-0,13303,TRUE,County of Washington,Georgia Middle,Macon Division
13307-0,13307,TRUE,County of Webster,Georgia Middle,Americus Division
13315-0,13315,TRUE,County of Wilcox,Georgia Middle,Americus Division
13319-0,13319,TRUE,County of Wilkinson,Georgia Middle,Macon Division
13321-0,13321,TRUE,County of Worth,Georgia Middle,Albany Division
13011-0,13011,TRUE,County of Banks,Georgia Northern,Gainesville Division
13013-0,13013,TRUE,County of Barrow,Georgia Northern,Gainesville Division
13015-0,13015,TRUE,County of Bartow,Georgia Northern,Rome Division
13045-0,13045,TRUE,County of Carroll,Georgia Northern,Newnan Division
13047-0,13047,TRUE,County of Catoosa,Georgia Northern,Rome Division
13055-0,13055,TRUE,County of Chattooga,Georgia Northern,Rome Division
13057-0,13057,TRUE,County of Cherokee,Georgia Northern,Atlanta Division
13063-0,13063,TRUE,County of Clayton,Georgia Northern,Atlanta Division
13067-0,13067,TRUE,County of Cobb,Georgia Northern,Atlanta Division
13077-0,13077,TRUE,County of Coweta,Georgia Northern,Newnan Division
13083-0,13083,TRUE,County of Dade,Georgia Northern,Rome Division
13085-0,13085,TRUE,County of Dawson,Georgia Northern,Gainesville Division
13089-0,13089,TRUE,County of DeKalb,Georgia Northern,Atlanta Division
13097-0,13097,TRUE,County of Douglas,Georgia Northern,Atlanta Division
13111-0,13111,TRUE,County of Fannin,Georgia Northern,Gainesville Division
13113-0,13113,TRUE,County of Fayette,Georgia Northern,Newnan Division
13115-0,13115,TRUE,County of Floyd,Georgia Northern,Rome Division
13117-0,13117,TRUE,County of Forsyth,Georgia Northern,Gainesville Division
13121-0,13121,TRUE,County of Fulton,Georgia Northern,Atlanta Division
13123-0,13123,TRUE,County of Gilmer,Georgia Northern,Gainesville Division
13129-0,13129,TRUE,County of Gordon,Georgia Northern,Rome Division
13135-0,13135,TRUE,County of Gwinnett,Georgia Northern,Atlanta Division
13137-0,13137,TRUE,County of Habersham,Georgia Northern,Gainesville Division
13139-0,13139,TRUE,County of Hall,Georgia Northern,Gainesville Division
13143-0,13143,TRUE,County of Haralson,Georgia Northern,Newnan Division
13149-0,13149,TRUE,County of Heard,Georgia Northern,Newnan Division
13151-0,13151,TRUE,County of Henry,Georgia Northern,Atlanta Division
13157-0,13157,TRUE,County of Jackson,Georgia Northern,Gainesville Division
13187-0,13187,TRUE,County of Lumpkin,Georgia Northern,Gainesville Division
13199-0,13199,TRUE,County of Meriwether,Georgia Northern,Newnan Division
13213-0,13213,TRUE,County of Murray,Georgia Northern,Rome Division
13217-0,13217,TRUE,County of Newton,Georgia Northern,Atlanta Division
13223-0,13223,TRUE,County of Paulding,Georgia Northern,Rome Division
13227-0,13227,TRUE,County of Pickens,Georgia Northern,Gainesville Division
13231-0,13231,TRUE,County of Pike,Georgia Northern,Newnan Division
13233-0,13233,TRUE,County of Polk,Georgia Northern,Rome Division
13241-0,13241,TRUE,County of Rabun,Georgia Northern,Gainesville Division
13247-0,13247,TRUE,County of Rockdale,Georgia Northern,Atlanta Division
13255-0,13255,TRUE,County of Spalding,Georgia Northern,Newnan Division
13257-0,13257,TRUE,County of Stephens,Georgia Northern,Gainesville Division
13281-0,13281,TRUE,County of Towns,Georgia Northern,Gainesville Division
13285-0,13285,TRUE,County of Troup,Georgia Northern,Newnan Division
13291-0,13291,TRUE,County of Union,Georgia Northern,Gainesville Division
13295-0,13295,TRUE,County of Walker,Georgia Northern,Rome Division
13311-0,13311,TRUE,County of White,Georgia Northern,Gainesville Division
13313-0,13313,TRUE,County of Whitfield,Georgia Northern,Rome Division
13001-0,13001,TRUE,County of Appling,Georgia Southern,Brunswick Division
13003-0,13003,TRUE,County of Atkinson,Georgia Southern,Waycross Division
13005-0,13005,TRUE,County of Bacon,Georgia Southern,Waycross Division
13025-0,13025,TRUE,County of Brantley,Georgia Southern,Waycross Division
13029-0,13029,TRUE,County of Bryan,Georgia Southern,Savannah Division
13031-0,13031,TRUE,County of Bulloch,Georgia Southern,Statesboro Division
13033-0,13033,TRUE,County of Burke,Georgia Southern,Augusta Division
13039-0,13039,TRUE,County of Camden,Georgia Southern,Brunswick Division
13043-0,13043,TRUE,County of Candler,Georgia Southern,Statesboro Division
13049-0,13049,TRUE,County of Charlton,Georgia Southern,Waycross Division
13051-0,13051,TRUE,County of Chatham,Georgia Southern,Savannah Division
13069-0,13069,TRUE,County of Coffee,Georgia Southern,Waycross Division
13073-0,13073,TRUE,County of Columbia,Georgia Southern,Augusta Division
13091-0,13091,TRUE,County of Dodge,Georgia Southern,Dublin Division
13103-0,13103,TRUE,County of Effingham,Georgia Southern,Savannah Division
13107-0,13107,TRUE,County of Emanuel,Georgia Southern,Statesboro Division
13109-0,13109,TRUE,County of Evans,Georgia Southern,Statesboro Division
13125-0,13125,TRUE,County of Glascock,Georgia Southern,Augusta Division
13127-0,13127,TRUE,County of Glynn,Georgia Southern,Brunswick Division
13161-0,13161,TRUE,County of Jeff Davis,Georgia Southern,Brunswick Division
13163-0,13163,TRUE,County of Jefferson,Georgia Southern,Augusta Division
13165-0,13165,TRUE,County of Jenkins,Georgia Southern,Statesboro Division
13167-0,13167,TRUE,County of Johnson,Georgia Southern,Dublin Division
13175-0,13175,TRUE,County of Laurens,Georgia Southern,Dublin Division
13179-0,13179,TRUE,County of Liberty,Georgia Southern,Savannah Division
13181-0,13181,TRUE,County of Lincoln,Georgia Southern,Augusta Division
13183-0,13183,TRUE,County of Long,Georgia Southern,Brunswick Division
13189-0,13189,TRUE,County of McDuffie,Georgia Southern,Augusta Division
13191-0,13191,TRUE,County of McIntosh,Georgia Southern,Brunswick Division
13209-0,13209,TRUE,County of Montgomery,Georgia Southern,Dublin Division
13229-0,13229,TRUE,County of Pierce,Georgia Southern,Waycross Division
13245-0,13245,TRUE,County of Richmond,Georgia Southern,Augusta Division
13251-0,13251,TRUE,County of Screven,Georgia Southern,Statesboro Division
13265-0,13265,TRUE,County of Taliaferro,Georgia Southern,Augusta Division
13267-0,13267,TRUE,County of Tattnall,Georgia Southern,Statesboro Division
13271-0,13271,TRUE,County of Telfair,Georgia Southern,Dublin Division
13279-0,13279,TRUE,County of Toombs,Georgia Southern,Statesboro Division
13283-0,13283,TRUE,County of Treutlen,Georgia Southern,Dublin Division
13299-0,13299,TRUE,County of Ware,Georgia Southern,Waycross Division
13301-0,13301,TRUE,County of Warren,Georgia Southern,Augusta Division
13305-0,13305,TRUE,County of Wayne,Georgia Southern,Brunswick Division
13309-0,13309,TRUE,County of Wheeler,Georgia Southern,Dublin Division
13317-0,13317,TRUE,County of Wilkes,Georgia Southern,Augusta Division
66010-0,66010,TRUE,"Guam(, Territory of)",Guam,
15001-0,15001,TRUE,County of Hawaii,Hawaii,
15003-0,15003,TRUE,City and County of Honolulu,Hawaii,
15005-0,15005,TRUE,County of Kalawao,Hawaii,
15007-0,15007,TRUE,County of Kauai,Hawaii,
15009-0,15009,TRUE,County of Maui,Hawaii,
74050-0,74050,TRUE,Baker Island,Hawaii,
74100-0,74100,TRUE,Howland Island,Hawaii,
74150-0,74150,TRUE,Jarvis Island,Hawaii,
74200-0,74200,TRUE,Johnston Atoll,Hawaii,
74250-0,74250,TRUE,Kingman Reef,Hawaii,
74300-0,74300,TRUE,Midway Islands,Hawaii,
74400-0,74400,TRUE,Palmyra Atoll,Hawaii,
74450-0,74450,TRUE,Wake Island,Hawaii,
16001-0,16001,TRUE,County of Ada,Idaho,Southern Division
16003-0,16003,TRUE,County of Adams,Idaho,Southern Division
16005-0,16005,TRUE,County of Bannock,Idaho,Eastern Division
16007-0,16007,TRUE,County of Bear Lake,Idaho,Eastern Division
16009-0,16009,TRUE,County of Benewah,Idaho,Northern Division
16011-0,16011,TRUE,County of Bingham,Idaho,Eastern Division
16013-0,16013,TRUE,County of Blaine,Idaho,Southern Division
16015-0,16015,TRUE,County of Boise,Idaho,Southern Division
16017-0,16017,TRUE,County of Bonner,Idaho,Northern Division
16019-0,16019,TRUE,County of Bonneville,Idaho,Eastern Division
16021-0,16021,TRUE,County of Boundary,Idaho,Northern Division
16023-0,16023,TRUE,County of Butte,Idaho,Eastern Division
16025-0,16025,TRUE,County of Camas,Idaho,Southern Division
16027-0,16027,TRUE,County of Canyon,Idaho,Southern Division
16029-0,16029,TRUE,County of Caribou,Idaho,Eastern Division
16031-0,16031,TRUE,County of Cassia,Idaho,Eastern Division
16033-0,16033,TRUE,County of Clark,Idaho,Eastern Division
16035-0,16035,TRUE,County of Clearwater,Idaho,Northern Division
16037-0,16037,TRUE,County of Custer,Idaho,Eastern Division
16039-0,16039,TRUE,County of Elmore,Idaho,Southern Division
16041-0,16041,TRUE,County of Franklin,Idaho,Eastern Division
16045-0,16045,TRUE,County of Gem,Idaho,Southern Division
16047-0,16047,TRUE,County of Gooding,Idaho,Southern Division
16049-0,16049,TRUE,County of Idaho,Idaho,Northern Division
16051-0,16051,TRUE,County of Jefferson,Idaho,Eastern Division
16053-0,16053,TRUE,County of Jerome,Idaho,Southern Division
16055-0,16055,TRUE,County of Kootenai,Idaho,Northern Division
16057-0,16057,TRUE,County of Latah,Idaho,Northern Division
16059-0,16059,TRUE,County of Lemhi,Idaho,Eastern Division
16061-0,16061,TRUE,County of Lewis,Idaho,Northern Division
16063-0,16063,TRUE,County of Lincoln,Idaho,Southern Division
16065-0,16065,TRUE,County of Madison,Idaho,Eastern Division
16067-0,16067,TRUE,County of Minidoka,Idaho,Eastern Division
16069-0,16069,TRUE,County of Nez Perce,Idaho,Northern Division
16071-0,16071,TRUE,County of Oneida,Idaho,Eastern Division
16073-0,16073,TRUE,County of Owyhee,Idaho,Southern Division
16075-0,16075,TRUE,County of Payette,Idaho,Southern Division
16077-0,16077,TRUE,County of Power,Idaho,Eastern Division
16079-0,16079,TRUE,County of Shoshone,Idaho,Northern Division
16081-0,16081,TRUE,County of Teton,Idaho,Eastern Division
16083-0,16083,TRUE,County of Twin Falls,Idaho,Southern Division
16085-0,16085,TRUE,County of Valley,Idaho,Southern Division
16087-0,16087,TRUE,County of Washington,Idaho,Southern Division
17001-0,17001,TRUE,County of Adams,Illinois Central,
17009-0,17009,TRUE,County of Brown,Illinois Central,
17011-0,17011,TRUE,County of Bureau,Illinois Central,
17017-0,17017,TRUE,County of Cass,Illinois Central,
17019-0,17019,TRUE,County of Champaign,Illinois Central,
17021-0,17021,TRUE,County of Christian,Illinois Central,
17029-0,17029,TRUE,County of Coles,Illinois Central,
17039-0,17039,TRUE,County of De Witt,Illinois Central,
17041-0,17041,TRUE,County of Douglas,Illinois Central,
17045-0,17045,TRUE,County of Edgar,Illinois Central,
17053-0,17053,TRUE,County of Ford,Illinois Central,
17057-0,17057,TRUE,County of Fulton,Illinois Central,
17061-0,17061,TRUE,County of Greene,Illinois Central,
17067-0,17067,TRUE,County of Hancock,Illinois Central,
17071-0,17071,TRUE,County of Henderson,Illinois Central,
17073-0,17073,TRUE,County of Henry,Illinois Central,
17075-0,17075,TRUE,County of Iroquois,Illinois Central,
17091-0,17091,TRUE,County of Kankakee,Illinois Central,
17095-0,17095,TRUE,County of Knox,Illinois Central,
17105-0,17105,TRUE,County of Livingston,Illinois Central,
17107-0,17107,TRUE,County of Logan,Illinois Central,
17109-0,17109,TRUE,County of McDonough,Illinois Central,
17113-0,17113,TRUE,County of McLean,Illinois Central,
17115-0,17115,TRUE,County of Macon,Illinois Central,
17117-0,17117,TRUE,County of Macoupin,Illinois Central,
17123-0,17123,TRUE,County of Marshall,Illinois Central,
17125-0,17125,TRUE,County of Mason,Illinois Central,
17129-0,17129,TRUE,County of Menard,Illinois Central,
17131-0,17131,TRUE,County of Mercer,Illinois Central,
17135-0,17135,TRUE,County of Montgomery,Illinois Central,
17137-0,17137,TRUE,County of Morgan,Illinois Central,
17139-0,17139,TRUE,County of Moultrie,Illinois Central,
17143-0,17143,TRUE,County of Peoria,Illinois Central,
17147-0,17147,TRUE,County of Piatt,Illinois Central,
17149-0,17149,TRUE,County of Pike,Illinois Central,
17155-0,17155,TRUE,County of Putnam,Illinois Central,
17161-0,17161,TRUE,County of Rock Island,Illinois Central,
17167-0,17167,TRUE,County of Sangamon,Illinois Central,
17169-0,17169,TRUE,County of Schuyler,Illinois Central,
17171-0,17171,TRUE,County of Scott,Illinois Central,
17173-0,17173,TRUE,County of Shelby,Illinois Central,
17175-0,17175,TRUE,County of Stark,Illinois Central,
17179-0,17179,TRUE,County of Tazewell,Illinois Central,
17183-0,17183,TRUE,County of Vermilion,Illinois Central,
17187-0,17187,TRUE,County of Warren,Illinois Central,
17203-0,17203,TRUE,County of Woodford,Illinois Central,
17007-0,17007,TRUE,County of Boone,Illinois Northern,Western Division
17015-0,17015,TRUE,County of Carroll,Illinois Northern,Western Division
17031-0,17031,TRUE,County of Cook,Illinois Northern,Eastern Division
17037-0,17037,TRUE,County of DeKalb,Illinois Northern,Western Division
17043-0,17043,TRUE,County of DuPage,Illinois Northern,Eastern Division
17063-0,17063,TRUE,County of Grundy,Illinois Northern,Eastern Division
17085-0,17085,TRUE,County of Jo Daviess,Illinois Northern,Western Division
17089-0,17089,TRUE,County of Kane,Illinois Northern,Eastern Division
17093-0,17093,TRUE,County of Kendall,Illinois Northern,Eastern Division
17097-0,17097,TRUE,County of Lake,Illinois Northern,Eastern Division
17099-0,17099,TRUE,County of LaSalle,Illinois Northern,Eastern Division
17103-0,17103,TRUE,County of Lee,Illinois Northern,Western Division
17111-0,17111,TRUE,County of McHenry,Illinois Northern,Western Division
17141-0,17141,TRUE,County of Ogle,Illinois Northern,Western Division
17177-0,17177,TRUE,County of Stephenson,Illinois Northern,Western Division
17195-0,17195,TRUE,County of Whiteside,Illinois Northern,Western Division
17197-0,17197,TRUE,County of Will,Illinois Northern,Eastern Division
17201-0,17201,TRUE,County of Winnebago,Illinois Northern,Western Division
17003-0,17003,TRUE,County of Alexander,Illinois Southern,
17005-0,17005,TRUE,County of Bond,Illinois Southern,
17013-0,17013,TRUE,County of Calhoun,Illinois Southern,
17023-0,17023,TRUE,County of Clark,Illinois Southern,
17025-0,17025,TRUE,County of Clay,Illinois Southern,
17027-0,17027,TRUE,County of Clinton,Illinois Southern,
17033-0,17033,TRUE,County of Crawford,Illinois Southern,
17035-0,17035,TRUE,County of Cumberland,Illinois Southern,
17047-0,17047,TRUE,County of Edwards,Illinois Southern,
17049-0,17049,TRUE,County of Effingham,Illinois Southern,
17051-0,17051,TRUE,County of Fayette,Illinois Southern,
17055-0,17055,TRUE,County of Franklin,Illinois Southern,
17059-0,17059,TRUE,County of Gallatin,Illinois Southern,
17065-0,17065,TRUE,County of Hamilton,Illinois Southern,
17069-0,17069,TRUE,County of Hardin,Illinois Southern,
17077-0,17077,TRUE,County of Jackson,Illinois Southern,
17079-0,17079,TRUE,County of Jasper,Illinois Southern,
17081-0,17081,TRUE,County of Jefferson,Illinois Southern,
17083-0,17083,TRUE,County of Jersey,Illinois Southern,
17087-0,17087,TRUE,County of Johnson,Illinois Southern,
17101-0,17101,TRUE,County of Lawrence,Illinois Southern,
17119-0,17119,TRUE,County of Madison,Illinois Southern,
17121-0,17121,TRUE,County of Marion,Illinois Southern,
17127-0,17127,TRUE,County of Massac,Illinois Southern,
17133-0,17133,TRUE,County of Monroe,Illinois Southern,
17145-0,17145,TRUE,County of Perry,Illinois Southern,
17151-0,17151,TRUE,County of Pope,Illinois Southern,
17153-0,17153,TRUE,County of Pulaski,Illinois Southern,
17157-0,17157,TRUE,County of Randolph,Illinois Southern,
17159-0,17159,TRUE,County of Richland,Illinois Southern,
17163-0,17163,TRUE,County of St. Clair,Illinois Southern,
17165-0,17165,TRUE,County of Saline,Illinois Southern,
17181-0,17181,TRUE,County of Union,Illinois Southern,
17185-0,17185,TRUE,County of Wabash,Illinois Southern,
17189-0,17189,TRUE,County of Washington,Illinois Southern,
17191-0,17191,TRUE,County of Wayne,Illinois Southern,
17193-0,17193,TRUE,County of White,Illinois Southern,
17199-0,17199,TRUE,County of Williamson,Illinois Southern,
18001-0,18001,TRUE,County of Adams,Indiana Northern,Fort Wayne Division
18003-0,18003,TRUE,County of Allen,Indiana Northern,Fort Wayne Division
18007-0,18007,TRUE,County of Benton,Indiana Northern,Hammond Division
18009-0,18009,TRUE,County of Blackford,Indiana Northern,Fort Wayne Division
18015-0,18015,TRUE,County of Carroll,Indiana Northern,Hammond Division
18017-0,18017,TRUE,County of Cass,Indiana Northern,South Bend Division
18033-0,18033,TRUE,County of DeKalb,Indiana Northern,Fort Wayne Division
18039-0,18039,TRUE,County of Elkhart,Indiana Northern,South Bend Division
18049-0,18049,TRUE,County of Fulton,Indiana Northern,South Bend Division
18053-0,18053,TRUE,County of Grant,Indiana Northern,Fort Wayne Division
